episode_id,instance_seed,map_seed,target_seed,observation_seed,start_seed,start_x,start_y,sensor_range,resolution,action_depth,num_policies,target_x,target_y,success,steps,task_cost,false_finds,collisions,cumulative_inference_ms,final_x,final_y,final_target_distance
map287335974-target1711717682-obs1072191044-g20-T2,11,287335974,1711717682,1072191044,276102407,5,13,6.0,20,2,25,11,10,True,13,13.0,0,0,4868.575899999999,9,5,5.385164807134504
map287335974-target1711717682-obs1072191044-g20-T3,11,287335974,1711717682,1072191044,276102407,5,13,6.0,20,3,125,11,10,True,13,13.0,0,0,7540.287899999999,10,6,4.123105625617661
map1315760027-target2089470803-obs2033136462-g2-T1,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,2,1,5,15,13,False,50,162.5,0,25,280.1249999999999,5,0,16.401219466856727
map1315760027-target2089470803-obs2033136462-g2-T2,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,2,2,25,15,13,False,50,150.0,0,0,682.4179,12,4,9.486832980505138
map1315760027-target2089470803-obs2033136462-g2-T3,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,2,3,125,15,13,False,50,150.0,0,0,4840.5009999999975,12,4,9.486832980505138
map1315760027-target2089470803-obs2033136462-g5-T1,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,5,1,5,15,13,False,50,150.0,0,0,710.3026000000002,12,16,4.242640687119285
map1315760027-target2089470803-obs2033136462-g5-T2,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,5,2,25,15,13,False,50,150.0,0,0,1015.6675999999995,14,18,5.0990195135927845
map1315760027-target2089470803-obs2033136462-g5-T3,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,5,3,125,15,13,True,42,42.0,0,0,27188.547400000003,14,17,4.123105625617661
map1315760027-target2089470803-obs2033136462-g10-T1,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,10,1,5,15,13,True,28,28.0,0,0,1409.1478000000004,13,10,3.605551275463989
map1315760027-target2089470803-obs2033136462-g10-T2,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,10,2,25,15,13,True,42,42.0,0,0,2866.4709000000003,15,16,3.0
map1315760027-target2089470803-obs2033136462-g10-T3,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,10,3,125,15,13,True,28,28.0,0,0,24021.892,13,10,3.605551275463989
map1315760027-target2089470803-obs2033136462-g20-T1,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,20,1,5,15,13,True,44,44.0,0,0,11179.118199999997,15,16,3.0
map1315760027-target2089470803-obs2033136462-g20-T2,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,20,2,25,15,13,True,44,44.0,0,0,15660.1052,15,16,3.0
map1315760027-target2089470803-obs2033136462-g20-T3,12,1315760027,2089470803,2033136462,538641421,0,14,5.0,20,3,125,15,13,True,44,44.0,0,0,24698.085399999993,15,16,3.0
map1924045405-target1760389630-obs1836748163-g2-T1,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,2,1,5,18,1,False,50,150.0,0,0,291.72319999999996,11,4,7.615773105863909
map1924045405-target1760389630-obs1836748163-g2-T2,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,2,2,25,18,1,False,50,150.0,0,0,654.5521,11,4,7.615773105863909
map1924045405-target1760389630-obs1836748163-g2-T3,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,2,3,125,18,1,False,50,155.0,1,0,4731.497899999999,10,8,10.63014581273465
map1924045405-target1760389630-obs1836748163-g5-T1,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,5,1,5,18,1,False,50,150.0,0,0,740.3995,5,16,19.849433241279208
map1924045405-target1760389630-obs1836748163-g5-T2,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,5,2,25,18,1,False,50,155.0,1,0,1042.0449,10,0,8.06225774829855
map1924045405-target1760389630-obs1836748163-g5-T3,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,5,3,125,18,1,True,37,37.0,0,0,20208.3513,16,5,4.47213595499958
map1924045405-target1760389630-obs1836748163-g10-T1,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,10,1,5,18,1,False,50,150.0,0,0,1410.7815,2,11,18.867962264113206
map1924045405-target1760389630-obs1836748163-g10-T2,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,10,2,25,18,1,False,50,150.0,0,0,2054.9741,2,11,18.867962264113206
map1924045405-target1760389630-obs1836748163-g10-T3,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,10,3,125,18,1,False,50,150.0,0,0,23138.063399999988,5,4,13.341664064126334
map1924045405-target1760389630-obs1836748163-g20-T1,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,20,1,5,18,1,True,42,42.0,0,0,6807.924899999999,16,4,3.605551275463989
map1924045405-target1760389630-obs1836748163-g20-T2,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,20,2,25,18,1,False,50,150.0,0,0,10437.642699999999,4,5,14.560219778561036
map1924045405-target1760389630-obs1836748163-g20-T3,13,1924045405,1760389630,1836748163,1857138675,9,0,5.0,20,3,125,18,1,False,50,150.0,0,0,11675.245599999998,15,4,4.242640687119285
map322709278-target1403036831-obs775127064-g2-T1,14,322709278,1403036831,775127064,1784523088,8,6,5.0,2,1,5,10,9,False,50,150.0,0,0,125.52529999999999,8,2,7.280109889280518
map322709278-target1403036831-obs775127064-g2-T2,14,322709278,1403036831,775127064,1784523088,8,6,5.0,2,2,25,10,9,False,50,150.0,0,0,290.87890000000004,8,2,7.280109889280518
map322709278-target1403036831-obs775127064-g2-T3,14,322709278,1403036831,775127064,1784523088,8,6,5.0,2,3,125,10,9,True,4,4.0,0,0,191.918,7,8,3.1622776601683795
map322709278-target1403036831-obs775127064-g5-T1,14,322709278,1403036831,775127064,1784523088,8,6,5.0,5,1,5,10,9,True,1,1.0,0,0,6.6266,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g5-T2,14,322709278,1403036831,775127064,1784523088,8,6,5.0,5,2,25,10,9,True,1,1.0,0,0,20.358299999999996,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g5-T3,14,322709278,1403036831,775127064,1784523088,8,6,5.0,5,3,125,10,9,True,1,1.0,0,0,358.504,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g10-T1,14,322709278,1403036831,775127064,1784523088,8,6,5.0,10,1,5,10,9,True,1,1.0,0,0,27.9163,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g10-T2,14,322709278,1403036831,775127064,1784523088,8,6,5.0,10,2,25,10,9,True,3,3.0,0,0,113.0956,9,7,2.23606797749979
map322709278-target1403036831-obs775127064-g10-T3,14,322709278,1403036831,775127064,1784523088,8,6,5.0,10,3,125,10,9,True,3,3.0,0,0,1448.0649,9,7,2.23606797749979
map322709278-target1403036831-obs775127064-g20-T1,14,322709278,1403036831,775127064,1784523088,8,6,5.0,20,1,5,10,9,True,1,1.0,0,0,176.2402,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g20-T2,14,322709278,1403036831,775127064,1784523088,8,6,5.0,20,2,25,10,9,True,1,1.0,0,0,219.17190000000002,8,6,3.605551275463989
map322709278-target1403036831-obs775127064-g20-T3,14,322709278,1403036831,775127064,1784523088,8,6,5.0,20,3,125,10,9,True,1,1.0,0,0,262.205,8,6,3.605551275463989
map1999787903-target1515174459-obs1751953905-g2-T1,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,2,1,5,14,0,False,50,160.0,0,20,126.51229999999997,5,0,9.0
map1999787903-target1515174459-obs1751953905-g2-T2,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,2,2,25,14,0,False,50,150.0,0,0,294.5690000000001,13,4,4.123105625617661
map1999787903-target1515174459-obs1751953905-g2-T3,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,2,3,125,14,0,False,50,150.0,0,0,2404.6371000000004,12,5,5.385164807134504
map1999787903-target1515174459-obs1751953905-g5-T1,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,5,1,5,14,0,False,50,155.0,1,0,322.8646,11,11,11.40175425099138
map1999787903-target1515174459-obs1751953905-g5-T2,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,5,2,25,14,0,False,50,150.0,0,0,574.3018,4,5,11.180339887498949
map1999787903-target1515174459-obs1751953905-g5-T3,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,5,3,125,14,0,False,50,150.0,0,0,18026.618300000002,4,3,10.44030650891055
map1999787903-target1515174459-obs1751953905-g10-T1,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,10,1,5,14,0,False,50,150.0,0,0,1351.3173999999997,2,9,15.0
map1999787903-target1515174459-obs1751953905-g10-T2,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,10,2,25,14,0,False,50,150.0,0,0,2127.4561,2,5,13.0
map1999787903-target1515174459-obs1751953905-g10-T3,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,10,3,125,14,0,False,50,150.0,0,0,23589.2881,2,3,12.36931687685298
map1999787903-target1515174459-obs1751953905-g20-T1,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,20,1,5,14,0,True,18,18.0,0,0,2981.3769999999995,10,0,4.0
map1999787903-target1515174459-obs1751953905-g20-T2,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,20,2,25,14,0,False,50,150.0,0,0,10484.914400000001,3,2,11.180339887498949
map1999787903-target1515174459-obs1751953905-g20-T3,15,1999787903,1515174459,1751953905,1487655053,3,10,5.0,20,3,125,14,0,False,50,150.0,0,0,12123.9951,4,1,10.04987562112089
map1156579488-target1769125686-obs925016008-g2-T1,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,2,1,5,15,14,False,50,150.0,0,0,123.77319999999996,11,5,9.848857801796104
map1156579488-target1769125686-obs925016008-g2-T2,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,2,2,25,15,14,False,50,150.0,0,0,290.1247,11,5,9.848857801796104
map1156579488-target1769125686-obs925016008-g2-T3,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,2,3,125,15,14,True,12,12.0,0,0,579.8205,12,19,5.830951894845301
map1156579488-target1769125686-obs925016008-g5-T1,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,5,1,5,15,14,True,47,47.0,0,0,306.13980000000004,12,10,5.0
map1156579488-target1769125686-obs925016008-g5-T2,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,5,2,25,15,14,True,17,17.0,0,0,192.5206,12,10,5.0
map1156579488-target1769125686-obs925016008-g5-T3,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,5,3,125,15,14,True,17,17.0,0,0,6138.692499999999,12,10,5.0
map1156579488-target1769125686-obs925016008-g10-T1,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,10,1,5,15,14,True,8,8.0,0,0,177.1263,12,19,5.830951894845301
map1156579488-target1769125686-obs925016008-g10-T2,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,10,2,25,15,14,True,15,15.0,0,0,624.5943,13,11,3.605551275463989
map1156579488-target1769125686-obs925016008-g10-T3,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,10,3,125,15,14,True,8,8.0,0,0,3944.7181,12,19,5.830951894845301
map1156579488-target1769125686-obs925016008-g20-T1,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,20,1,5,15,14,True,43,43.0,0,0,6860.825900000002,14,8,6.082762530298219
map1156579488-target1769125686-obs925016008-g20-T2,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,20,2,25,15,14,True,44,44.0,0,0,9140.414799999997,14,9,5.0990195135927845
map1156579488-target1769125686-obs925016008-g20-T3,16,1156579488,1769125686,925016008,1217444640,7,19,7.0,20,3,125,15,14,True,11,11.0,0,0,2596.3057000000003,13,19,5.385164807134504
map1591207480-target230512677-obs345687080-g2-T1,17,1591207480,230512677,345687080,1814784297,6,0,6.0,2,1,5,17,17,False,50,158.5,0,17,123.05290000000001,5,0,20.808652046684813
map1591207480-target230512677-obs345687080-g2-T2,17,1591207480,230512677,345687080,1814784297,6,0,6.0,2,2,25,17,17,False,50,150.0,0,0,294.458,13,5,12.649110640673518
map1591207480-target230512677-obs345687080-g2-T3,17,1591207480,230512677,345687080,1814784297,6,0,6.0,2,3,125,17,17,True,42,42.0,0,0,2017.5657,13,14,5.0
map1591207480-target230512677-obs345687080-g5-T1,17,1591207480,230512677,345687080,1814784297,6,0,6.0,5,1,5,17,17,True,25,30.0,1,0,164.1634,14,15,3.605551275463989
map1591207480-target230512677-obs345687080-g5-T2,17,1591207480,230512677,345687080,1814784297,6,0,6.0,5,2,25,17,17,True,26,31.0,1,0,340.1521,15,15,2.8284271247461903
map1591207480-target230512677-obs345687080-g5-T3,17,1591207480,230512677,345687080,1814784297,6,0,6.0,5,3,125,17,17,True,26,31.0,1,0,9395.339299999998,15,15,2.8284271247461903
map1591207480-target230512677-obs345687080-g10-T1,17,1591207480,230512677,345687080,1814784297,6,0,6.0,10,1,5,17,17,True,24,24.0,0,0,677.2312000000003,13,14,5.0
map1591207480-target230512677-obs345687080-g10-T2,17,1591207480,230512677,345687080,1814784297,6,0,6.0,10,2,25,17,17,True,24,24.0,0,0,1050.0354,13,14,5.0
map1591207480-target230512677-obs345687080-g10-T3,17,1591207480,230512677,345687080,1814784297,6,0,6.0,10,3,125,17,17,True,25,25.0,0,0,11820.0964,14,14,4.242640687119285
map1591207480-target230512677-obs345687080-g20-T1,17,1591207480,230512677,345687080,1814784297,6,0,6.0,20,1,5,17,17,True,38,38.0,0,0,6113.761700000002,14,15,3.605551275463989
map1591207480-target230512677-obs345687080-g20-T2,17,1591207480,230512677,345687080,1814784297,6,0,6.0,20,2,25,17,17,True,38,38.0,0,0,7811.8730000000005,14,15,3.605551275463989
map1591207480-target230512677-obs345687080-g20-T3,17,1591207480,230512677,345687080,1814784297,6,0,6.0,20,3,125,17,17,True,37,37.0,0,0,9075.2303,15,15,2.8284271247461903
map1918988776-target457879743-obs1540636291-g2-T1,18,1918988776,457879743,1540636291,857502609,7,16,7.0,2,1,5,13,6,False,50,150.0,0,0,126.04409999999996,10,15,9.486832980505138
map1918988776-target457879743-obs1540636291-g2-T2,18,1918988776,457879743,1540636291,857502609,7,16,7.0,2,2,25,13,6,False,50,155.0,1,0,290.18639999999994,9,11,6.4031242374328485
map1918988776-target457879743-obs1540636291-g2-T3,18,1918988776,457879743,1540636291,857502609,7,16,7.0,2,3,125,13,6,True,24,24.0,0,0,1150.8003999999999,13,11,5.0
map1918988776-target457879743-obs1540636291-g5-T1,18,1918988776,457879743,1540636291,857502609,7,16,7.0,5,1,5,13,6,True,11,16.0,1,0,71.6037,13,13,7.0
map1918988776-target457879743-obs1540636291-g5-T2,18,1918988776,457879743,1540636291,857502609,7,16,7.0,5,2,25,13,6,True,48,53.0,1,0,579.3656999999998,13,10,4.0
map1918988776-target457879743-obs1540636291-g5-T3,18,1918988776,457879743,1540636291,857502609,7,16,7.0,5,3,125,13,6,True,16,21.0,1,0,5784.680899999999,15,10,4.47213595499958
map1918988776-target457879743-obs1540636291-g10-T1,18,1918988776,457879743,1540636291,857502609,7,16,7.0,10,1,5,13,6,True,11,11.0,0,0,244.92360000000005,13,12,6.0
map1918988776-target457879743-obs1540636291-g10-T2,18,1918988776,457879743,1540636291,857502609,7,16,7.0,10,2,25,13,6,True,16,16.0,0,0,557.2299,15,11,5.385164807134504
map1918988776-target457879743-obs1540636291-g10-T3,18,1918988776,457879743,1540636291,857502609,7,16,7.0,10,3,125,13,6,True,16,16.0,0,0,7622.1746,15,11,5.385164807134504
map1918988776-target457879743-obs1540636291-g20-T1,18,1918988776,457879743,1540636291,857502609,7,16,7.0,20,1,5,13,6,True,15,15.0,0,0,2466.257,15,12,6.324555320336759
map1918988776-target457879743-obs1540636291-g20-T2,18,1918988776,457879743,1540636291,857502609,7,16,7.0,20,2,25,13,6,True,16,16.0,0,0,3359.0013999999996,15,11,5.385164807134504
map1918988776-target457879743-obs1540636291-g20-T3,18,1918988776,457879743,1540636291,857502609,7,16,7.0,20,3,125,13,6,True,16,16.0,0,0,3680.0170000000007,13,7,1.0
map1264954010-target765985137-obs1988289277-g2-T1,19,1264954010,765985137,1988289277,902756589,4,8,6.0,2,1,5,11,16,False,50,150.0,0,0,124.1839,7,5,11.704699910719626
map1264954010-target765985137-obs1988289277-g2-T2,19,1264954010,765985137,1988289277,902756589,4,8,6.0,2,2,25,11,16,True,37,37.0,0,0,215.69329999999994,11,11,5.0
map1264954010-target765985137-obs1988289277-g2-T3,19,1264954010,765985137,1988289277,902756589,4,8,6.0,2,3,125,11,16,True,17,17.0,0,0,814.6241,11,11,5.0
map1264954010-target765985137-obs1988289277-g5-T1,19,1264954010,765985137,1988289277,902756589,4,8,6.0,5,1,5,11,16,False,50,160.0,2,0,325.5034999999999,13,7,9.219544457292887
map1264954010-target765985137-obs1988289277-g5-T2,19,1264954010,765985137,1988289277,902756589,4,8,6.0,5,2,25,11,16,True,24,39.0,3,0,352.2479,10,12,4.123105625617661
map1264954010-target765985137-obs1988289277-g5-T3,19,1264954010,765985137,1988289277,902756589,4,8,6.0,5,3,125,11,16,True,24,39.0,3,0,8663.939100000001,10,12,4.123105625617661
map1264954010-target765985137-obs1988289277-g10-T1,19,1264954010,765985137,1988289277,902756589,4,8,6.0,10,1,5,11,16,True,25,30.0,1,0,713.2593,8,19,4.242640687119285
map1264954010-target765985137-obs1988289277-g10-T2,19,1264954010,765985137,1988289277,902756589,4,8,6.0,10,2,25,11,16,True,17,22.0,1,0,698.8739999999999,8,19,4.242640687119285
map1264954010-target765985137-obs1988289277-g10-T3,19,1264954010,765985137,1988289277,902756589,4,8,6.0,10,3,125,11,16,True,17,22.0,1,0,8095.061900000001,8,19,4.242640687119285
map1264954010-target765985137-obs1988289277-g20-T1,19,1264954010,765985137,1988289277,902756589,4,8,6.0,20,1,5,11,16,True,34,44.0,2,0,5541.0442,13,12,4.47213595499958
map1264954010-target765985137-obs1988289277-g20-T2,19,1264954010,765985137,1988289277,902756589,4,8,6.0,20,2,25,11,16,True,26,31.0,1,0,5339.5635999999995,9,11,5.385164807134504
map1264954010-target765985137-obs1988289277-g20-T3,19,1264954010,765985137,1988289277,902756589,4,8,6.0,20,3,125,11,16,True,16,16.0,0,0,3648.5074,8,19,4.242640687119285
map1916097724-target561866062-obs990305018-g2-T1,20,1916097724,561866062,990305018,601458549,2,1,7.0,2,1,5,10,2,True,42,42.0,0,0,106.73280000000003,6,4,4.47213595499958
map1916097724-target561866062-obs990305018-g2-T2,20,1916097724,561866062,990305018,601458549,2,1,7.0,2,2,25,10,2,False,50,150.0,0,0,289.74750000000006,6,15,13.601470508735444
map1916097724-target561866062-obs990305018-g2-T3,20,1916097724,561866062,990305018,601458549,2,1,7.0,2,3,125,10,2,False,50,150.0,0,0,2414.0939000000003,6,15,13.601470508735444
map1916097724-target561866062-obs990305018-g5-T1,20,1916097724,561866062,990305018,601458549,2,1,7.0,5,1,5,10,2,True,8,8.0,0,0,52.8006,6,4,4.47213595499958
map1916097724-target561866062-obs990305018-g5-T2,20,1916097724,561866062,990305018,601458549,2,1,7.0,5,2,25,10,2,True,8,8.0,0,0,133.8619,6,4,4.47213595499958
map1916097724-target561866062-obs990305018-g5-T3,20,1916097724,561866062,990305018,601458549,2,1,7.0,5,3,125,10,2,True,8,8.0,0,0,2893.7394999999997,6,4,4.47213595499958
map1916097724-target561866062-obs990305018-g10-T1,20,1916097724,561866062,990305018,601458549,2,1,7.0,10,1,5,10,2,True,26,26.0,0,0,726.5596,6,6,5.656854249492381
map1916097724-target561866062-obs990305018-g10-T2,20,1916097724,561866062,990305018,601458549,2,1,7.0,10,2,25,10,2,True,26,26.0,0,0,1094.52,6,6,5.656854249492381
map1916097724-target561866062-obs990305018-g10-T3,20,1916097724,561866062,990305018,601458549,2,1,7.0,10,3,125,10,2,True,27,27.0,0,0,12779.338199999997,6,5,5.0
map1916097724-target561866062-obs990305018-g20-T1,20,1916097724,561866062,990305018,601458549,2,1,7.0,20,1,5,10,2,True,27,27.0,0,0,4387.4872,5,6,6.4031242374328485
map1916097724-target561866062-obs990305018-g20-T2,20,1916097724,561866062,990305018,601458549,2,1,7.0,20,2,25,10,2,True,26,26.0,0,0,5398.4922,6,6,5.656854249492381
map1916097724-target561866062-obs990305018-g20-T3,20,1916097724,561866062,990305018,601458549,2,1,7.0,20,3,125,10,2,True,27,27.0,0,0,6049.5740000000005,6,5,5.0
map647279672-target829042257-obs1301046588-g2-T1,21,647279672,829042257,1301046588,1677437248,1,5,6.0,2,1,5,13,9,False,50,150.0,0,0,143.61260000000001,6,14,8.602325267042627
map647279672-target829042257-obs1301046588-g2-T2,21,647279672,829042257,1301046588,1677437248,1,5,6.0,2,2,25,13,9,False,50,150.0,0,0,323.4139000000001,6,4,8.602325267042627
map647279672-target829042257-obs1301046588-g2-T3,21,647279672,829042257,1301046588,1677437248,1,5,6.0,2,3,125,13,9,False,50,150.0,0,0,2550.7753999999995,6,14,8.602325267042627
map647279672-target829042257-obs1301046588-g5-T1,21,647279672,829042257,1301046588,1677437248,1,5,6.0,5,1,5,13,9,False,50,150.0,0,0,356.48229999999995,10,8,3.1622776601683795
map647279672-target829042257-obs1301046588-g5-T2,21,647279672,829042257,1301046588,1677437248,1,5,6.0,5,2,25,13,9,True,43,43.0,0,0,546.6037,13,15,6.0
map647279672-target829042257-obs1301046588-g5-T3,21,647279672,829042257,1301046588,1677437248,1,5,6.0,5,3,125,13,9,True,49,49.0,0,0,18305.812099999996,14,14,5.0990195135927845
map647279672-target829042257-obs1301046588-g10-T1,21,647279672,829042257,1301046588,1677437248,1,5,6.0,10,1,5,13,9,False,50,150.0,0,0,1458.7359000000004,11,9,2.0
map647279672-target829042257-obs1301046588-g10-T2,21,647279672,829042257,1301046588,1677437248,1,5,6.0,10,2,25,13,9,True,45,45.0,0,0,1692.6095,13,15,6.0
map647279672-target829042257-obs1301046588-g10-T3,21,647279672,829042257,1301046588,1677437248,1,5,6.0,10,3,125,13,9,True,35,35.0,0,0,16252.695700000002,14,12,3.1622776601683795
map647279672-target829042257-obs1301046588-g20-T1,21,647279672,829042257,1301046588,1677437248,1,5,6.0,20,1,5,13,9,True,48,48.0,0,0,8234.865399999997,15,4,5.385164807134504
map647279672-target829042257-obs1301046588-g20-T2,21,647279672,829042257,1301046588,1677437248,1,5,6.0,20,2,25,13,9,True,48,48.0,0,0,10598.858300000002,15,4,5.385164807134504
map647279672-target829042257-obs1301046588-g20-T3,21,647279672,829042257,1301046588,1677437248,1,5,6.0,20,3,125,13,9,True,35,35.0,0,0,8416.8601,14,12,3.1622776601683795
map1656235196-target1417112031-obs427983567-g2-T1,22,1656235196,1417112031,427983567,786724009,5,17,7.0,2,1,5,19,4,False,50,150.0,0,0,123.93459999999999,11,5,8.06225774829855
map1656235196-target1417112031-obs427983567-g2-T2,22,1656235196,1417112031,427983567,786724009,5,17,7.0,2,2,25,19,4,False,50,155.0,1,0,288.2627,8,15,15.556349186104045
map1656235196-target1417112031-obs427983567-g2-T3,22,1656235196,1417112031,427983567,786724009,5,17,7.0,2,3,125,19,4,False,50,150.0,0,0,2402.3546,6,4,13.0
map1656235196-target1417112031-obs427983567-g5-T1,22,1656235196,1417112031,427983567,786724009,5,17,7.0,5,1,5,19,4,True,47,52.0,1,0,307.8815,18,9,5.0990195135927845
map1656235196-target1417112031-obs427983567-g5-T2,22,1656235196,1417112031,427983567,786724009,5,17,7.0,5,2,25,19,4,True,43,43.5,0,1,504.73350000000005,13,6,6.324555320336759
map1656235196-target1417112031-obs427983567-g5-T3,22,1656235196,1417112031,427983567,786724009,5,17,7.0,5,3,125,19,4,True,39,39.5,0,1,14125.735099999998,15,8,5.656854249492381
map1656235196-target1417112031-obs427983567-g10-T1,22,1656235196,1417112031,427983567,786724009,5,17,7.0,10,1,5,19,4,True,29,29.0,0,0,841.4329000000001,15,9,6.4031242374328485
map1656235196-target1417112031-obs427983567-g10-T2,22,1656235196,1417112031,427983567,786724009,5,17,7.0,10,2,25,19,4,True,29,29.0,0,0,1174.7583000000002,15,9,6.4031242374328485
map1656235196-target1417112031-obs427983567-g10-T3,22,1656235196,1417112031,427983567,786724009,5,17,7.0,10,3,125,19,4,True,26,26.0,0,0,12167.7998,14,7,5.830951894845301
map1656235196-target1417112031-obs427983567-g20-T1,22,1656235196,1417112031,427983567,786724009,5,17,7.0,20,1,5,19,4,True,28,28.0,0,0,4507.5911,14,1,5.830951894845301
map1656235196-target1417112031-obs427983567-g20-T2,22,1656235196,1417112031,427983567,786724009,5,17,7.0,20,2,25,19,4,True,25,25.0,0,0,5143.9903,14,8,6.4031242374328485
map1656235196-target1417112031-obs427983567-g20-T3,22,1656235196,1417112031,427983567,786724009,5,17,7.0,20,3,125,19,4,True,25,25.0,0,0,5956.1098,13,7,6.708203932499369
map77115417-target906978376-obs1377521039-g2-T1,23,77115417,906978376,1377521039,1490209942,0,4,5.0,2,1,5,12,0,False,50,177.0,1,44,125.40859999999998,1,0,11.0
map77115417-target906978376-obs1377521039-g2-T2,23,77115417,906978376,1377521039,1490209942,0,4,5.0,2,2,25,12,0,False,50,177.0,1,44,292.7426,1,0,11.0
map77115417-target906978376-obs1377521039-g2-T3,23,77115417,906978376,1377521039,1490209942,0,4,5.0,2,3,125,12,0,False,50,177.0,1,44,2430.5571,1,0,11.0
map77115417-target906978376-obs1377521039-g5-T1,23,77115417,906978376,1377521039,1490209942,0,4,5.0,5,1,5,12,0,False,50,155.0,1,0,326.26999999999987,7,16,16.76305461424021
map77115417-target906978376-obs1377521039-g5-T2,23,77115417,906978376,1377521039,1490209942,0,4,5.0,5,2,25,12,0,False,50,160.0,2,0,600.1768999999999,13,3,3.1622776601683795
map77115417-target906978376-obs1377521039-g5-T3,23,77115417,906978376,1377521039,1490209942,0,4,5.0,5,3,125,12,0,False,50,160.0,2,0,18081.025299999998,13,7,7.0710678118654755
map77115417-target906978376-obs1377521039-g10-T1,23,77115417,906978376,1377521039,1490209942,0,4,5.0,10,1,5,12,0,False,50,160.0,2,0,1409.5308,16,6,7.211102550927978
map77115417-target906978376-obs1377521039-g10-T2,23,77115417,906978376,1377521039,1490209942,0,4,5.0,10,2,25,12,0,True,50,50.0,0,0,2029.2387000000003,16,1,4.123105625617661
map77115417-target906978376-obs1377521039-g10-T3,23,77115417,906978376,1377521039,1490209942,0,4,5.0,10,3,125,12,0,False,50,150.0,0,0,23540.259199999997,18,2,6.324555320336759
map77115417-target906978376-obs1377521039-g20-T1,23,77115417,906978376,1377521039,1490209942,0,4,5.0,20,1,5,12,0,True,50,60.0,2,0,8147.9785,16,3,5.0
map77115417-target906978376-obs1377521039-g20-T2,23,77115417,906978376,1377521039,1490209942,0,4,5.0,20,2,25,12,0,True,48,53.0,1,0,9580.046400000001,15,3,4.242640687119285
map77115417-target906978376-obs1377521039-g20-T3,23,77115417,906978376,1377521039,1490209942,0,4,5.0,20,3,125,12,0,False,50,155.0,1,0,12017.8405,11,0,1.0
map821789027-target1613172790-obs870111659-g2-T1,24,821789027,1613172790,870111659,709246925,0,12,7.0,2,1,5,10,18,False,50,162.0,1,14,124.76119999999996,11,0,18.027756377319946
map821789027-target1613172790-obs870111659-g2-T2,24,821789027,1613172790,870111659,709246925,0,12,7.0,2,2,25,10,18,False,50,165.0,3,0,291.54439999999994,11,0,18.027756377319946
map821789027-target1613172790-obs870111659-g2-T3,24,821789027,1613172790,870111659,709246925,0,12,7.0,2,3,125,10,18,False,50,165.0,3,0,2404.2790999999993,11,0,18.027756377319946
map821789027-target1613172790-obs870111659-g5-T1,24,821789027,1613172790,870111659,709246925,0,12,7.0,5,1,5,10,18,False,50,150.0,0,0,326.57120000000003,9,11,7.0710678118654755
