episode_id,instance_seed,map_seed,target_seed,observation_seed,start_seed,start_x,start_y,sensor_range,resolution,action_depth,decision,x,y,target_x,target_y,observation,next_observation,next_x,next_y,selected_action,state_ms,policy_ms,action_ms,total_ms,cumulative_inference_ms,state_vfe,target_belief_entropy,selected_policy,selected_policy_posterior,selected_policy_efe,false_find,collision,success
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,3,2,5,18,8,"[2, 5, 0, 0, 0]","[3, 5, 0, 0, 0]",3,5,RIGHT,48.2541,9.1968,0.1136,57.5645,236.65590000000003,0.718068794602342,4.35549664681255,4,0.26178376105394296,-15.482304076113508,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,4,3,5,18,8,"[3, 5, 0, 0, 0]","[4, 5, 0, 0, 0]",4,5,RIGHT,53.8718,10.1317,0.1137,64.1172,300.7731,0.3718487625636959,4.32624152759052,4,0.2584791868963252,-15.565364806014063,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,5,4,5,18,8,"[4, 5, 0, 0, 0]","[5, 5, 0, 0, 0]",5,5,RIGHT,44.7988,9.0713,0.1138,53.9839,354.757,0.23036200337781604,4.285795329701538,4,0.255155258093261,-15.611825731632004,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,6,5,5,18,8,"[5, 5, 0, 0, 0]","[6, 5, 0, 0, 0]",6,5,RIGHT,54.9388,11.5081,0.1343,66.5812,421.33820000000003,0.17951392480339204,4.259945697716998,4,0.26428605485440443,-15.57335613279842,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,7,6,5,18,8,"[6, 5, 0, 0, 0]","[7, 5, 0, 0, 0]",7,5,RIGHT,44.0631,7.425,0.1118,51.5999,472.9381,0.19312639157518477,4.226792128030264,4,0.282066936487364,-15.466619471054416,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,8,7,5,18,8,"[7, 5, 0, 0, 0]","[8, 5, 0, 0, 0]",8,5,RIGHT,46.7271,7.1767,0.1088,54.012600000000006,526.9507,0.2610261628359049,4.191772518848188,4,0.33944505582753765,-15.628772779150099,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,9,8,5,18,8,"[8, 5, 0, 0, 0]","[8, 6, 0, 0, 0]",8,6,UP,47.6183,8.049,0.1206,55.7879,582.7386,0.13397922930140047,4.152336124380884,2,0.2533552657301079,-15.648967986832854,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,10,8,6,18,8,"[8, 6, 0, 0, 0]","[8, 7, 0, 0, 0]",8,7,UP,45.4832,7.2904,0.113,52.886599999999994,635.6252000000001,0.12720782379594295,4.131648068931654,2,0.25429393667425015,-15.646290712877894,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,11,8,7,18,8,"[8, 7, 0, 0, 0]","[8, 8, 0, 0, 0]",8,8,UP,46.566,7.1499,0.1102,53.826100000000004,689.4513000000001,0.13442765362967396,4.110669364126699,2,0.3371745822799408,-15.64443654734817,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,12,8,8,18,8,"[8, 8, 0, 0, 0]","[8, 9, 0, 0, 0]",8,9,UP,44.5456,7.2163,0.1116,51.8735,741.3248000000001,0.1408801956326462,4.089736547230594,2,0.33996714426684227,-15.629859479449095,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,13,8,9,18,8,"[8, 9, 0, 0, 0]","[9, 9, 0, 0, 0]",9,9,RIGHT,48.9397,7.665,0.1919,56.7966,798.1214000000001,0.1609299594323201,4.057771496224401,4,0.3376655136725562,-15.633801309084312,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,14,9,9,18,8,"[9, 9, 0, 0, 0]","[9, 10, 0, 0, 0]",9,10,UP,49.0031,7.7059,0.1157,56.8247,854.9461000000001,0.1644339440783414,4.024485449079712,2,0.25452363384125604,-15.640277569030888,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,15,9,10,18,8,"[9, 10, 0, 0, 0]","[9, 11, 0, 0, 0]",9,11,UP,53.6385,8.9828,0.1136,62.734899999999996,917.6810000000002,0.16582095671293573,3.9961858111431816,2,0.2592076587860603,-15.609485813661623,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,16,9,11,18,8,"[9, 11, 0, 0, 0]","[9, 12, 0, 0, 0]",9,12,UP,63.7268,7.2203,0.11,71.05709999999999,988.7381000000001,0.21326821087037648,3.955009141206921,2,0.25880773313232025,-15.59936815108765,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,17,9,12,18,8,"[9, 12, 0, 0, 0]","[9, 13, 0, 0, 0]",9,13,UP,44.2881,8.5083,0.1147,52.9111,1041.6492,0.22168931558693727,3.906286484484974,2,0.26085714123549164,-15.583961984091342,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,18,9,13,18,8,"[9, 13, 0, 0, 0]","[10, 13, 0, 0, 0]",10,13,RIGHT,45.8702,7.914,0.1133,53.8975,1095.5467,0.23891389213132527,3.8475925537239157,4,0.2585993315732321,-15.606426191452757,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,19,10,13,18,8,"[10, 13, 0, 0, 0]","[11, 13, 0, 0, 0]",11,13,RIGHT,46.7428,7.2451,0.1116,54.099500000000006,1149.6462000000001,0.22911431897170462,3.801583117983809,4,0.26402906914598984,-15.569671180720578,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,20,11,13,18,8,"[11, 13, 0, 0, 0]","[12, 13, 1, 0, 0]",12,13,RIGHT,44.4016,7.304,0.1102,51.8158,1201.4620000000002,0.2956091491473758,3.745800359501581,4,0.27403719984757724,-15.510591794159655,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,21,12,13,18,8,"[12, 13, 1, 0, 0]","[12, 13, 1, 2, 0]",12,13,FIND,44.7534,7.9678,0.1405,52.8617,1254.3237000000001,3.8037078886119127,3.1971778709033423,0,0.3395838148034591,-15.087808709184374,True,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,22,12,13,18,8,"[12, 13, 1, 2, 0]","[13, 13, 0, 0, 0]",13,13,RIGHT,49.229,10.3931,0.1099,59.732000000000006,1314.0557000000001,4.830025518424582,2.1233946452653236,4,0.33936519787427993,-15.61639909209619,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,23,13,13,18,8,"[13, 13, 0, 0, 0]","[14, 13, 0, 0, 0]",14,13,RIGHT,48.5666,8.0027,0.1147,56.684,1370.7397,2.1554327625981906,2.3205665747779207,4,0.2560043747975352,-15.551575656956249,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,1,24,14,13,18,8,"[14, 13, 0, 0, 0]","[14, 13, 0, 1, 0]",14,13,FIND,48.6888,8.8662,0.1107,57.6657,1428.4054,2.5350521949352336,2.636155710655653,0,0.7914569261742105,-12.763885917658497,False,False,True
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,0,2,2,18,8,"[2, 2, 0, 0, 0]","[2, 3, 1, 0, 0]",2,3,UP,38.4535,31.7038,0.1369,70.29419999999999,70.29419999999999,0.35453911541536337,4.472955060402346,12,0.06841480948556514,-31.136523491406447,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,1,2,3,18,8,"[2, 3, 1, 0, 0]","[2, 4, 0, 0, 0]",2,4,UP,35.8662,26.3278,0.1168,62.3108,132.605,5.816731505591056,3.9563656951787682,12,0.052086578132182655,-30.670181987059795,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,2,2,4,18,8,"[2, 4, 0, 0, 0]","[2, 5, 0, 0, 0]",2,5,UP,36.502,29.6024,0.1162,66.2206,198.8256,1.6010378770847562,4.294910666523031,12,0.07521178748786378,-30.678141463390943,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,3,2,5,18,8,"[2, 5, 0, 0, 0]","[3, 5, 0, 0, 0]",3,5,RIGHT,35.9762,25.7404,0.1148,61.8314,260.65700000000004,0.718068794602342,4.35549664681255,24,0.07116086227417263,-30.927042752687903,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,4,3,5,18,8,"[3, 5, 0, 0, 0]","[4, 5, 0, 0, 0]",4,5,RIGHT,44.313,27.6375,0.1469,72.09740000000001,332.75440000000003,0.3718487625636959,4.32624152759052,24,0.06845168508512621,-31.1064374210839,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,5,4,5,18,8,"[4, 5, 0, 0, 0]","[5, 5, 0, 0, 0]",5,5,RIGHT,35.8822,25.726,0.1596,61.767799999999994,394.5222,0.23036200337781604,4.285795329701538,24,0.06985390248283165,-31.144741628299272,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,6,5,5,18,8,"[5, 5, 0, 0, 0]","[6, 5, 0, 0, 0]",6,5,RIGHT,38.3042,34.2369,0.1778,72.7189,467.2411,0.17951392480339204,4.259945697716998,24,0.08093396985704095,-30.97951479946993,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,7,6,5,18,8,"[6, 5, 0, 0, 0]","[7, 5, 0, 0, 0]",7,5,RIGHT,49.0605,31.9392,0.155,81.15469999999999,548.3958,0.19312639157518477,4.226792128030264,24,0.09389738875274231,-30.922191372188493,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,8,7,5,18,8,"[7, 5, 0, 0, 0]","[8, 5, 0, 0, 0]",8,5,RIGHT,36.3057,18.8384,0.1302,55.274300000000004,603.6701,0.2610261628359049,4.191772518848188,22,0.09553997753268453,-31.240245462499676,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,9,8,5,18,8,"[8, 5, 0, 0, 0]","[8, 6, 0, 0, 0]",8,6,UP,35.6631,27.9692,0.1175,63.7498,667.4199000000001,0.13397922930140047,4.152336124380884,12,0.07495433515466814,-31.27288209112201,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,10,8,6,18,8,"[8, 6, 0, 0, 0]","[8, 7, 0, 0, 0]",8,7,UP,36.635,26.7496,0.116,63.5006,730.9205000000001,0.12720782379594295,4.131648068931654,12,0.07558731914448072,-31.266026310911688,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,11,8,7,18,8,"[8, 7, 0, 0, 0]","[8, 8, 0, 0, 0]",8,8,UP,38.4902,31.5115,0.1176,70.1193,801.0398,0.13442765362967396,4.110669364126699,12,0.09656230453861912,-31.249158722165554,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,12,8,8,18,8,"[8, 8, 0, 0, 0]","[8, 9, 0, 0, 0]",8,9,UP,29.3838,24.4682,0.1234,53.9754,855.0152,0.1408801956326462,4.089736547230594,12,0.10640519512969071,-31.229059731562504,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,13,8,9,18,8,"[8, 9, 0, 0, 0]","[8, 10, 0, 0, 0]",8,10,UP,37.6878,27.307,0.1153,65.1101,920.1253,0.1609299594323201,4.057771496224401,12,0.10874449301029702,-31.19991488300593,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,14,8,10,18,8,"[8, 10, 0, 0, 0]","[8, 11, 0, 0, 0]",8,11,UP,36.4812,30.4311,0.1183,67.0306,987.1559000000001,0.1686408555485189,4.030213803267196,12,0.11139227027689745,-31.1493909512535,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,15,8,11,18,8,"[8, 11, 0, 0, 0]","[8, 12, 0, 0, 0]",8,12,UP,36.8787,31.1938,0.1159,68.1884,1055.3443000000002,0.21354761518929535,3.9784047027176963,12,0.10803808216095555,-31.182800973403033,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,16,8,12,18,8,"[8, 12, 0, 0, 0]","[8, 13, 0, 0, 0]",8,13,UP,37.6194,28.6788,0.1549,66.45309999999999,1121.7974000000002,0.2023997623484803,3.938622122097113,14,0.1081536000591111,-31.16495451474161,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,17,8,13,18,8,"[8, 13, 0, 0, 0]","[9, 13, 0, 0, 0]",9,13,RIGHT,59.9007,32.9168,0.1177,92.9352,1214.7326,0.2114533164601268,3.8897197466834688,24,0.10900029609861127,-31.178389155704366,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,18,9,13,18,8,"[9, 13, 0, 0, 0]","[10, 13, 0, 0, 0]",10,13,RIGHT,36.0067,25.7283,0.1184,61.8534,1276.586,0.20693857878030059,3.836330670818716,24,0.07592414546683508,-31.15056685651523,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,19,10,13,18,8,"[10, 13, 0, 0, 0]","[11, 13, 0, 0, 0]",11,13,RIGHT,37.469,32.503,0.1151,70.0871,1346.6731,0.22311301245402654,3.799426702427701,24,0.07854205823438093,-31.01535552615826,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,20,11,13,18,8,"[11, 13, 0, 0, 0]","[12, 13, 1, 0, 0]",12,13,RIGHT,35.6562,28.9053,0.1157,64.6772,1411.3503,0.31049438026792026,3.7500859630664003,24,0.09537871214009253,-30.90589787197696,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,21,12,13,18,8,"[12, 13, 1, 0, 0]","[13, 13, 1, 0, 0]",13,13,RIGHT,38.1698,31.4974,0.1934,69.8606,1481.2109,3.6679870420911875,3.1721626430509517,20,0.65262541365569,-27.260107039035788,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,22,13,13,18,8,"[13, 13, 1, 0, 0]","[13, 13, 0, 2, 0]",13,13,FIND,36.0185,31.6381,0.1158,67.77239999999999,1548.9833,1.0277035917998742,2.797151220940016,0,0.987123836132726,-17.395842433625077,True,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,23,13,13,18,8,"[13, 13, 0, 2, 0]","[14, 13, 0, 0, 0]",14,13,RIGHT,40.5905,28.3377,0.1164,69.0446,1618.0279,3.6029414600160936,2.0042939772064448,20,0.9635386590003222,-25.265700228823935,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T2,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,2,24,14,13,18,8,"[14, 13, 0, 0, 0]","[14, 13, 0, 1, 0]",14,13,FIND,37.2619,31.6491,0.1177,69.0287,1687.0566000000001,2.1663696862046726,2.319413081762651,0,0.8340726305501671,-24.40750805735805,False,False,True
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,0,2,2,18,8,"[2, 2, 0, 0, 0]","[2, 3, 1, 0, 0]",2,3,UP,45.0247,888.8412,0.1252,933.9911,933.9911,0.35453911541536337,4.472955060402346,62,0.01885241018716437,-46.64845909765076,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,1,2,3,18,8,"[2, 3, 1, 0, 0]","[2, 4, 0, 0, 0]",2,4,UP,44.2296,834.5116,0.1252,878.8664,1812.8575,5.816731505591056,3.9563656951787682,60,0.11352478403175306,-43.47994405788225,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,2,2,4,18,8,"[2, 4, 0, 0, 0]","[2, 5, 0, 0, 0]",2,5,UP,50.5335,821.2418,0.1227,871.898,2684.7555,1.6010378770847562,4.294910666523031,62,0.021789395839466298,-45.95553946407055,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,3,2,5,18,8,"[2, 5, 0, 0, 0]","[3, 5, 0, 0, 0]",3,5,RIGHT,45.8351,777.4679,0.526,823.829,3508.5845,0.718068794602342,4.35549664681255,124,0.019708852790375687,-46.351191824493576,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,4,3,5,18,8,"[3, 5, 0, 0, 0]","[4, 5, 0, 0, 0]",4,5,RIGHT,52.8658,871.2487,0.152,924.2665000000001,4432.851,0.3718487625636959,4.32624152759052,124,0.019250013954813704,-46.58250660431815,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,5,4,5,18,8,"[4, 5, 0, 0, 0]","[5, 5, 0, 0, 0]",5,5,RIGHT,40.6737,833.1792,0.1238,873.9767,5306.8277,0.23036200337781604,4.285795329701538,124,0.02231341807836828,-46.515665077870295,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,6,5,5,18,8,"[5, 5, 0, 0, 0]","[6, 5, 0, 0, 0]",6,5,RIGHT,48.3964,857.7753,0.1241,906.2958,6213.1235,0.17951392480339204,4.259945697716998,124,0.026434263712569576,-46.37214460841661,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,7,6,5,18,8,"[6, 5, 0, 0, 0]","[7, 5, 0, 0, 0]",7,5,RIGHT,43.28,903.9101,0.1238,947.3139,7160.4374,0.19312639157518477,4.226792128030264,124,0.029001724794980317,-46.37495516360582,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,8,7,5,18,8,"[7, 5, 0, 0, 0]","[8, 5, 0, 0, 0]",8,5,RIGHT,45.7231,840.3966,0.1227,886.2424000000001,8046.6798,0.2610261628359049,4.191772518848188,112,0.028419666602119725,-46.82929213369674,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,9,8,5,18,8,"[8, 5, 0, 0, 0]","[8, 6, 0, 0, 0]",8,6,UP,47.7877,826.4377,0.28,874.5053999999999,8921.1852,0.13397922930140047,4.152336124380884,62,0.021508295130022972,-46.866350877192524,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,10,8,6,18,8,"[8, 6, 0, 0, 0]","[8, 7, 0, 0, 0]",8,7,UP,47.3192,864.1888,0.1247,911.6327,9832.8179,0.12720782379594295,4.131648068931654,62,0.022036959428836097,-46.84236798505144,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,11,8,7,18,8,"[8, 7, 0, 0, 0]","[8, 8, 0, 0, 0]",8,8,UP,45.4976,799.7359,0.0792,845.3127000000001,10678.1306,0.13442765362967396,4.110669364126699,62,0.029424837186947272,-46.818812446974086,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,12,8,8,18,8,"[8, 8, 0, 0, 0]","[8, 9, 0, 0, 0]",8,9,UP,31.1893,903.7852,0.122,935.0965,11613.2271,0.1408801956326462,4.089736547230594,62,0.03291903460611793,-46.758500628760984,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,13,8,9,18,8,"[8, 9, 0, 0, 0]","[8, 10, 0, 0, 0]",8,10,UP,41.7035,845.2089,0.0699,886.9822999999999,12500.2094,0.1609299594323201,4.057771496224401,62,0.03461675469899101,-46.721427846742515,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,14,8,10,18,8,"[8, 10, 0, 0, 0]","[8, 11, 0, 0, 0]",8,11,UP,21.0618,865.3839,0.1236,886.5693,13386.778699999999,0.1686408555485189,4.030213803267196,62,0.03509061514129567,-46.66567323997756,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,15,8,11,18,8,"[8, 11, 0, 0, 0]","[8, 12, 0, 0, 0]",8,12,UP,49.038,864.9827,0.4558,914.4765,14301.2552,0.21354761518929535,3.9784047027176963,64,0.033950883541763226,-46.70239068334263,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,16,8,12,18,8,"[8, 12, 0, 0, 0]","[8, 13, 0, 0, 0]",8,13,UP,40.4257,873.8151,0.1247,914.3655,15215.6207,0.2023997623484803,3.938622122097113,74,0.03348954916334903,-46.690284809723934,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,17,8,13,18,8,"[8, 13, 0, 0, 0]","[9, 13, 0, 0, 0]",9,13,RIGHT,41.0509,809.0596,0.1256,850.2361,16065.8568,0.2114533164601268,3.8897197466834688,124,0.034757050284803345,-46.68069607204757,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,18,9,13,18,8,"[9, 13, 0, 0, 0]","[10, 13, 0, 0, 0]",10,13,RIGHT,57.4449,912.3518,0.1292,969.9259,17035.7827,0.20693857878030059,3.836330670818716,124,0.02461460455845947,-46.588343614956266,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,19,10,13,18,8,"[10, 13, 0, 0, 0]","[11, 13, 0, 0, 0]",11,13,RIGHT,45.1821,909.1933,0.1244,954.4998,17990.2825,0.22311301245402654,3.799426702427701,124,0.026676600449819274,-46.38960827914676,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,20,11,13,18,8,"[11, 13, 0, 0, 0]","[12, 13, 1, 0, 0]",12,13,RIGHT,46.5534,865.9853,0.1224,912.6611,18902.943600000002,0.31049438026792026,3.7500859630664003,124,0.03252254212160416,-46.2585676190672,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,21,12,13,18,8,"[12, 13, 1, 0, 0]","[13, 13, 1, 0, 0]",13,13,RIGHT,48.1001,818.7569,0.1261,866.9830999999999,19769.926700000004,3.6679870420911875,3.1721626430509517,100,0.5153103691284711,-39.01084136117555,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,22,13,13,18,8,"[13, 13, 1, 0, 0]","[13, 13, 0, 2, 0]",13,13,FIND,44.7544,859.6573,0.1223,904.534,20674.460700000003,1.0277035917998742,2.797151220940016,0,0.9453774040601297,-26.093763650437623,True,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,23,13,13,18,8,"[13, 13, 0, 2, 0]","[14, 13, 0, 0, 0]",14,13,RIGHT,45.9084,872.1862,0.1242,918.2188,21592.679500000002,3.6029414600160936,2.0042939772064448,100,0.9864892363702915,-34.9158813408615,False,False,False
map1560023974-target1892783321-obs1098067557-g10-T3,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,10,3,24,14,13,18,8,"[14, 13, 0, 0, 0]","[14, 13, 0, 1, 0]",14,13,FIND,59.6238,863.4981,0.1229,923.2447999999999,22515.924300000002,2.1663696862046726,2.319413081762651,0,0.7908009957791395,-36.61126208603707,False,False,True
map1560023974-target1892783321-obs1098067557-g20-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,20,1,0,2,2,18,8,"[2, 2, 0, 0, 0]","[2, 3, 1, 0, 0]",2,3,UP,238.3683,59.8215,0.1247,298.3145,298.3145,0.38746084067080294,5.779189283431112,2,0.2571386198674018,-15.579185632667235,False,False,False
map1560023974-target1892783321-obs1098067557-g20-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,20,1,1,2,3,18,8,"[2, 3, 1, 0, 0]","[2, 4, 0, 0, 0]",2,4,UP,211.5427,51.4047,0.1269,263.0743,561.3888,5.571357511819219,5.263498771795182,2,0.23612507448247008,-15.351722086824813,False,False,False
map1560023974-target1892783321-obs1098067557-g20-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,20,1,2,2,4,18,8,"[2, 4, 0, 0, 0]","[2, 5, 0, 0, 0]",2,5,UP,206.3561,52.6984,0.1269,259.1814,820.5701999999999,1.6311006186449888,5.559842004077899,2,0.2652117295244669,-15.37312533038673,False,False,False
map1560023974-target1892783321-obs1098067557-g20-T1,4,1560023974,1892783321,1098067557,2025197564,2,2,7.0,20,1,3,2,5,18,8,"[2, 5, 0, 0, 0]","[2, 6, 0, 0, 0]",2,6,UP,214.479,57.8794,0.1283,272.48670000000004,1093.0569,0.695801352792189,5.599901602686126,2,0.26003247564560666,-15.496374454351587,False,False,False
