episode_id,map_seed,target_seed,observation_seed,resolution,action_depth,decision,x,y,target_x,target_y,observation,next_observation,next_x,next_y,selected_action,state_ms,policy_ms,action_ms,total_ms,cumulative_inference_ms,state_vfe,target_belief_entropy,selected_policy,selected_policy_posterior,selected_policy_efe,false_find,collision,success
map0-target0-obs0-g2-T1,0,0,0,2,1,0,1,1,18,12,"[1, 1, 0, 0, 0]","[1, 2, 0, 0, 0]",1,2,UP,1.7144,1.2424,0.0734,3.0302,3.0302,0.4325585772405598,1.3386327153984912,2,0.26517767924818536,-15.493743728509827,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,1,1,2,18,12,"[1, 2, 0, 0, 0]","[2, 2, 0, 0, 0]",2,2,RIGHT,1.6053,0.8245,0.0583,2.4881,5.5183,0.2552500089266504,1.2148161246128233,4,0.2556884069579473,-15.594353280189301,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,2,2,2,18,12,"[2, 2, 0, 0, 0]","[2, 3, 0, 0, 0]",2,3,UP,1.6236,0.9571,0.0431,2.6237999999999997,8.1421,0.11323566757108396,1.1265263559404157,2,0.2505866998393286,-15.667595695652052,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,3,2,3,18,12,"[2, 3, 0, 0, 0]","[3, 3, 0, 0, 0]",3,3,RIGHT,1.6665,0.9752,0.0564,2.6981,10.8402,0.06805180026744358,1.1025062888271215,4,0.2500366970362671,-15.682942600073236,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,4,3,3,18,12,"[3, 3, 0, 0, 0]","[3, 4, 0, 0, 0]",3,4,UP,1.6218,1.472,0.0759,3.1696999999999997,14.009899999999998,0.061297252630337175,1.0989283671553878,2,0.2500006654703602,-15.684615117267041,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,5,3,4,18,12,"[3, 4, 0, 0, 0]","[4, 4, 0, 0, 0]",4,4,RIGHT,1.73,0.8473,0.0451,2.6224000000000003,16.632299999999997,0.06065463767731189,1.0985876027385395,4,0.24999965232655758,-15.684733684627952,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,6,4,4,18,12,"[4, 4, 0, 0, 0]","[4, 5, 0, 0, 0]",4,5,UP,1.599,0.8134,0.0417,2.4541,19.086399999999998,0.06061085883282135,1.0985613839534167,2,0.2499996166326426,-15.684740863323155,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,7,4,5,18,12,"[4, 5, 0, 0, 0]","[5, 5, 0, 0, 0]",5,5,RIGHT,1.611,0.8071,0.0405,2.4586,21.544999999999998,0.06060826956257214,1.0985596395282908,4,0.24999961601531986,-15.684741253008593,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,8,5,5,18,12,"[5, 5, 0, 0, 0]","[5, 6, 0, 0, 0]",5,6,UP,1.5966,0.8035,0.0414,2.4415,23.9865,0.06060812973024876,1.09855952989909,2,0.25033834627985774,-15.682935239364983,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,9,5,6,18,12,"[5, 6, 0, 0, 0]","[5, 7, 0, 0, 0]",5,7,UP,1.6001,0.8141,0.0403,2.4545000000000003,26.441,0.08222599394823472,1.0984525520360675,2,0.2523019764146078,-15.67249942980492,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,10,5,7,18,12,"[5, 7, 0, 0, 0]","[5, 8, 0, 0, 0]",5,8,UP,1.6419,1.0609,0.0724,2.7752,29.2162,0.13065701345329317,1.0973150652477905,2,0.25899189770504394,-15.629563261280039,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,11,5,8,18,12,"[5, 8, 0, 0, 0]","[5, 9, 0, 0, 0]",5,9,UP,1.7297,0.8273,0.0437,2.6007,31.8169,0.2524964557670568,1.0864613639805039,2,0.2729827381836121,-15.530433592416536,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,12,5,9,18,12,"[5, 9, 0, 0, 0]","[5, 10, 0, 0, 0]",5,10,UP,1.5861,0.8523,0.0407,2.4791000000000003,34.296,0.3949482956598086,1.0188152153247245,2,0.2759402528243963,-15.464012677920808,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,13,5,10,18,12,"[5, 10, 0, 0, 0]","[5, 11, 0, 0, 0]",5,11,UP,1.6014,0.8111,0.0399,2.4524,36.7484,0.30814780887184984,0.8490412565805718,2,0.25824070142543243,-15.568370848782932,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,14,5,11,18,12,"[5, 11, 0, 0, 0]","[5, 12, 0, 0, 0]",5,12,UP,1.5952,0.7937,0.0413,2.4302,39.178599999999996,0.12730015632805108,0.7254706468700859,2,0.25063218133190346,-15.665274976711487,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,15,5,12,18,12,"[5, 12, 0, 0, 0]","[5, 13, 0, 0, 0]",5,13,UP,1.5872,0.7952,0.0395,2.4219,41.6005,0.06844804577385175,0.6966033988443391,2,0.25001761896355507,-15.68322565855813,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,16,5,13,18,12,"[5, 13, 0, 0, 0]","[5, 14, 0, 0, 0]",5,14,UP,1.5935,1.3295,0.0524,2.9754,44.5759,0.06116366128371398,0.6933615702926683,2,0.24999995716614065,-15.68465331079551,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,17,5,14,18,12,"[5, 14, 0, 0, 0]","[5, 15, 0, 0, 0]",5,15,UP,1.8788,1.0063,0.0498,2.9349,47.510799999999996,0.060639682145601045,0.6931064569444935,2,0.24999962197728498,-15.684736613668814,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,18,5,15,18,12,"[5, 15, 0, 0, 0]","[6, 15, 0, 0, 0]",6,15,RIGHT,1.7386,0.8673,0.0443,2.6502,50.160999999999994,0.06060978486541978,0.6930892542535878,4,0.24999979727796248,-15.684740068253875,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,19,6,15,18,12,"[6, 15, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,RIGHT,1.7399,0.8772,0.045,2.6620999999999997,52.8231,0.06121380096819069,0.6930903278402334,4,0.2500015511329479,-15.684730941386926,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,20,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7323,0.87,0.0429,2.6452,55.4683,0.06260721558415736,0.6930970819044029,2,0.3333328532021221,-15.684732320409285,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,21,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7986,0.8765,0.044,2.7191,58.1874,0.06246687171680416,0.6931030326483247,2,0.3333336094026377,-15.68473095339742,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,22,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,2.0389,0.9371,0.0566,3.0326,61.22,0.06260469102124039,0.6931090132315922,2,0.33333285323597284,-15.684732320796861,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,23,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7337,0.8867,0.0465,2.6669,63.8869,0.0624645269036098,0.6931141869458459,2,0.33333360946235796,-15.684730953075386,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,24,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7232,0.875,0.043,2.6412000000000004,66.5281,0.062602170960814,0.6931193279297616,1,0.33333285326550677,-15.684732320506004,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,25,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 1, 0, 0]",7,15,UP,1.7413,0.8814,0.0437,2.6664,69.19449999999999,0.06246218230423702,0.6931237202275173,2,0.3333336095167756,-15.684730952744514,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,26,7,15,18,12,"[7, 15, 1, 0, 0]","[7, 14, 1, 0, 0]",7,14,DOWN,1.7404,0.8681,0.0447,2.6532,71.84769999999999,11.639069307356468,0.6924198973487037,2,0.3333328517564298,-15.684732335639403,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,27,7,14,18,12,"[7, 14, 1, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,2.1598,0.9367,0.0519,3.1484,74.99609999999998,11.643045845074777,0.6908850117309373,2,0.3333336010815341,-15.684731005256854,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,28,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7954,0.8679,0.0463,2.7096,77.70569999999998,0.06271916717657734,0.6909290191573424,2,0.3333328488695426,-15.684732364717902,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,29,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6761,0.8554,0.0428,2.5743,80.27999999999997,0.0625710371191302,0.6909695767782209,2,0.3333336013814675,-15.684731003382895,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,30,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.6654,0.8503,0.0473,2.5629999999999997,82.84299999999998,0.06271665795843293,0.6910127551898393,1,0.33333284902867005,-15.684732363113845,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,31,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6657,0.8413,0.0413,2.5483000000000002,85.39129999999997,0.06256870242603157,0.6910525413173274,2,0.33333360167618437,-15.684731001540714,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,32,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.639,0.915,0.0761,2.6301,88.02139999999997,0.06271414832254014,0.6910948902880834,1,0.333332849184983,-15.684732361538202,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,33,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,2.3377,0.9865,0.0595,3.3836999999999997,91.40509999999998,0.06256636734758671,0.6911339045365485,2,0.3333336019656825,-15.684730999731356,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,34,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.5909,0.8117,0.0499,2.4525,93.85759999999998,0.06271163827655499,0.6911754236564471,1,0.3333328493384787,-15.684732359991056,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,35,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.603,0.7968,0.04,2.4398,96.29739999999998,0.06256403189125413,0.6912136656481707,2,0.33333360224995634,-15.684730997954853,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,36,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.8336,0.9433,0.0475,2.8244,99.12179999999998,0.06270912782851966,0.6912543545152023,2,0.33333284948915587,-15.684732358472424,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,37,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7523,1.098,0.1675,3.0178,102.13959999999997,0.06256169606451877,0.6912918238798696,2,0.33333360252900296,-15.684730996211226,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,38,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7186,1.1478,0.0718,2.9381999999999997,105.07779999999997,0.06270661698648126,0.6913316820999873,1,0.333332849637011,-15.68473235698233,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,39,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.9484,0.9711,0.0534,2.9728999999999997,108.05069999999996,0.0625593598748699,0.6913683784746951,2,0.3333336028028186,-15.684730994500496,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,40,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7458,0.8672,0.0484,2.6614,110.71209999999996,0.0627041057584922,0.6914074056618222,1,0.33333284978204336,-15.68473235552079,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,41,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7386,0.8855,0.0439,2.6679999999999997,113.38009999999997,0.06255702332980165,0.6914433286910873,2,0.3333336030713997,-15.684730992822688,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,42,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7396,0.8858,0.043,2.6684,116.04849999999998,0.06270159415261069,0.6914815244671262,2,0.3333328499242517,-15.68473235408782,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,43,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7375,0.9376,0.0453,2.7204,118.76889999999997,0.06255468643681268,0.6915166738028922,2,0.3333336033347431,-15.684730991177823,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,44,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.916,1.1717,0.0576,3.1452999999999998,121.91419999999998,0.06269908217689822,0.6915540377977325,2,0.3333328500636321,-15.684732352683447,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,45,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7478,0.9003,0.0483,2.6963999999999997,124.61059999999998,0.0625523492034061,0.6915884130993778,2,0.3333336035928448,-15.684730989565919,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,46,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7289,0.8817,0.0439,2.6545,127.26509999999998,0.06269656983942284,0.6916249449509043,1,0.3333328502001844,-15.684732351307684,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,47,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7303,0.8649,0.0439,2.6391,129.90419999999997,0.06255001163709002,0.6916585458852492,2,0.33333360384570215,-15.684730987987,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,48,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7344,0.8832,0.0441,2.6616999999999997,132.56589999999997,0.0626940571482556,0.6916942452393494,1,0.33333285033390625,-15.684732349960548,False,False,False
map0-target0-obs0-g2-T1,0,0,0,2,1,49,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7413,1.0642,0.0483,2.8538,135.41969999999998,0.06254767374537568,0.6917270714806637,2,0.3333336040933114,-15.684730986441087,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,0,1,1,18,12,"[1, 1, 0, 0, 0]","[1, 2, 0, 0, 0]",1,2,UP,1.811,4.6578,0.0509,6.5197,6.5197,0.4325585772405598,1.3386327153984912,22,0.07336060461598289,-30.938574555830257,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,1,1,2,18,12,"[1, 2, 0, 0, 0]","[2, 2, 0, 0, 0]",2,2,RIGHT,1.7645,4.4425,0.0465,6.2535,12.7732,0.2552500089266504,1.2148161246128233,22,0.06599826331390574,-31.179988782445953,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,2,2,2,18,12,"[2, 2, 0, 0, 0]","[2, 3, 0, 0, 0]",2,3,UP,1.734,4.2923,0.0426,6.0689,18.8421,0.11323566757108396,1.1265263559404157,14,0.06289337607660372,-31.334286361174588,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,3,2,3,18,12,"[2, 3, 0, 0, 0]","[3, 3, 0, 0, 0]",3,3,RIGHT,1.8373,4.35,0.0527,6.239999999999999,25.082099999999997,0.06805180026744358,1.1025062888271215,22,0.06252407413672777,-31.36585391638031,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,4,3,3,18,12,"[3, 3, 0, 0, 0]","[3, 4, 0, 0, 0]",3,4,UP,1.6651,4.2399,0.0484,5.953399999999999,31.035499999999995,0.061297252630337175,1.0989283671553878,14,0.06250057464689468,-31.369228926916943,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,5,3,4,18,12,"[3, 4, 0, 0, 0]","[4, 4, 0, 0, 0]",4,4,RIGHT,1.7658,4.9442,0.0579,6.767900000000001,37.803399999999996,0.06065463767731189,1.0985876027385395,22,0.062499833056860174,-31.369467351417676,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,6,4,4,18,12,"[4, 4, 0, 0, 0]","[4, 5, 0, 0, 0]",4,5,UP,1.6802,4.4073,0.0488,6.1363,43.939699999999995,0.06061085883282135,1.0985613839534167,14,0.06249980852911966,-31.369481725624873,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,7,4,5,18,12,"[4, 5, 0, 0, 0]","[4, 6, 0, 0, 0]",4,6,UP,1.5929,4.8074,0.0705,6.4708000000000006,50.4105,0.06060826956257214,1.0985596395282908,12,0.06313568815440106,-31.358440248964076,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,8,4,6,18,12,"[4, 6, 0, 0, 0]","[4, 7, 0, 0, 0]",4,7,UP,1.6073,4.0954,0.045,5.7477,56.1582,0.060608129775639834,1.0985595302257987,12,0.06591272420063338,-31.30724819881743,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,9,4,7,18,12,"[4, 7, 0, 0, 0]","[4, 8, 0, 0, 0]",4,8,UP,1.6043,4.1255,0.0494,5.7792,61.937400000000004,0.1268002925687967,1.0978693301792264,12,0.07332709013648434,-31.165560067117195,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,10,4,8,18,12,"[4, 8, 0, 0, 0]","[4, 9, 0, 0, 0]",4,9,UP,1.8141,4.2557,0.0514,6.1212,68.0586,0.24355638816746436,1.0893132576541042,12,0.08351804178598758,-30.941537647153986,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,11,4,9,18,12,"[4, 9, 0, 0, 0]","[4, 10, 0, 0, 0]",4,10,UP,1.6512,4.0722,0.0494,5.7728,73.8314,0.39269643963086165,1.0305081209731806,12,0.08199593881499567,-30.84953825821179,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,12,4,10,18,12,"[4, 10, 0, 0, 0]","[4, 11, 0, 0, 0]",4,11,UP,1.6195,4.3594,0.0488,6.027699999999999,79.8591,0.3276166869252866,0.8670792303834076,12,0.06862180681967792,-31.094745681507096,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,13,4,11,18,12,"[4, 11, 0, 0, 0]","[4, 12, 0, 0, 0]",4,12,UP,1.6103,4.0736,0.0434,5.7273,85.5864,0.1399064000879217,0.7327910357688625,12,0.06305304814931621,-31.319475771334247,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,14,4,12,18,12,"[4, 12, 0, 0, 0]","[4, 13, 0, 0, 0]",4,13,UP,1.5975,4.0382,0.041,5.6767,91.2631,0.07077953763267551,0.6977217920796699,12,0.06251875174256487,-31.36532293086726,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,15,4,13,18,12,"[4, 13, 0, 0, 0]","[4, 14, 0, 0, 0]",4,14,UP,1.9805,4.2783,0.0574,6.3162,97.57929999999999,0.06137394977146611,0.6934648991717586,12,0.06250022062905104,-31.36923233249565,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,16,4,14,18,12,"[4, 14, 0, 0, 0]","[4, 15, 0, 0, 0]",4,15,UP,1.6288,4.0719,0.0464,5.7471000000000005,103.32639999999999,0.060653191223392695,0.693114122270778,14,0.06249981681004126,-31.369468980590863,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,17,4,15,18,12,"[4, 15, 0, 0, 0]","[5, 15, 0, 0, 0]",5,15,RIGHT,1.5907,4.4657,0.0501,6.1065,109.43289999999999,0.06061055273299766,0.6930897808969498,24,0.06249986490112282,-31.369480865926715,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,18,5,15,18,12,"[5, 15, 0, 0, 0]","[6, 15, 0, 0, 0]",6,15,RIGHT,1.6044,4.1178,0.0455,5.7677,115.2006,0.06060825002986533,0.6930882076322447,24,0.06250045807001209,-31.369471224633934,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,19,6,15,18,12,"[6, 15, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,RIGHT,1.6104,4.0674,0.0457,5.7235000000000005,120.9241,0.06121372161415889,0.6930902627137288,21,0.06666739179342052,-31.3694632732233,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,20,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.6862,4.1304,0.0468,5.8633999999999995,126.7875,0.06260721134710913,0.693097077619496,11,0.10000030906338918,-31.369463274639298,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,21,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6088,4.1731,0.0433,5.825200000000001,132.6127,0.06246687147244804,0.6931030323619363,11,0.10000042009294388,-31.369463274396093,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,22,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7102,4.3212,0.0532,6.0846,138.69729999999998,0.06260469100675027,0.6931090132143072,11,0.10000030909763144,-31.369463274045934,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,23,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6765,4.2389,0.0449,5.9603,144.65759999999997,0.06246452690277392,0.6931141869457319,11,0.10000042012966184,-31.369463273729824,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,24,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.8339,4.6009,0.0527,6.4875,151.14509999999999,0.0626021709607644,0.6931193279307772,11,0.1000003091288167,-31.369463273405877,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,25,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 1, 0, 0]",7,15,UP,1.7392,4.4506,0.0476,6.2374,157.3825,0.06246218230423479,0.6931237202286076,11,0.10000042016302577,-31.369463273119536,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,26,7,15,18,12,"[7, 15, 1, 0, 0]","[7, 14, 1, 0, 0]",7,14,DOWN,1.7261,4.4185,0.046,6.1906,163.57309999999998,11.63906930735649,0.6924198973496969,7,0.10000030754542377,-31.36946330620178,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,27,7,14,18,12,"[7, 14, 1, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.7209,4.2624,0.048,6.031300000000001,169.60439999999997,11.643045845075582,0.6908850117293363,11,0.10000041489065332,-31.3694633708166,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,28,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.6684,4.0641,0.0408,5.7733,175.37769999999998,0.06271916717645924,0.6909290191582046,11,0.1000003045254402,-31.36946336900036,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,29,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6396,5.3176,0.0665,7.0237,182.40139999999997,0.06257103711912325,0.6909695767792393,11,0.10000041507877439,-31.36946336732417,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,30,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.6596,4.0807,0.0491,5.7894000000000005,188.19079999999997,0.06271665795843274,0.6910127551908691,11,0.10000030469181427,-31.369463365538323,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,31,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.5992,4.5373,0.0635,6.2,194.39079999999996,0.06256870242603134,0.6910525413183579,11,0.10000041526360672,-31.369463363891587,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,32,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.7103,4.1058,0.0501,5.8662,200.25699999999995,0.0627141483225401,0.6910948902891145,11,0.10000030485525156,-31.3694633621375,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,33,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6089,4.0689,0.0433,5.721100000000001,205.97809999999996,0.06256636734758661,0.6911339045375804,11,0.10000041544514786,-31.36946336052033,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,34,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.9126,4.3135,0.0612,6.287300000000001,212.26539999999994,0.06271163827655495,0.6911754236574796,11,0.10000030501575018,-31.36946335879801,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,35,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.5856,4.0641,0.0469,5.696599999999999,217.96199999999993,0.06256403189125408,0.6912136656492038,11,0.10000041562339719,-31.36946335721041,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,36,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.5964,4.2116,0.0549,5.8629,223.82489999999993,0.06270912782851955,0.6912543545162362,11,0.1000003051733089,-31.369463355519905,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,37,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6347,4.0696,0.0475,5.7518,229.57669999999993,0.06256169606451878,0.6912918238809042,11,0.10000041579835035,-31.369463353961915,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,38,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.5943,4.2562,0.0518,5.9023,235.47899999999993,0.06270661698648093,0.6913316821010225,11,0.10000030532792462,-31.369463352303214,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,39,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6677,4.075,0.0421,5.7848,241.26379999999992,0.06255935987487007,0.691368378475731,11,0.10000041597000693,-31.36946335077485,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,40,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.5857,4.0418,0.0488,5.6763,246.94009999999992,0.06270410575849221,0.6914074056628587,11,0.1000003054795949,-31.369463349148006,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,41,7,14,18,12,"[7, 14, 0, 0, 0]","[7, 15, 0, 0, 0]",7,15,UP,1.6216,4.2956,0.0461,5.9633,252.90339999999992,0.06255702332980138,0.6914433286921244,11,0.1000004161383634,-31.369463347649262,False,False,False
map0-target0-obs0-g2-T2,0,0,0,2,2,42,7,15,18,12,"[7, 15, 0, 0, 0]","[7, 14, 0, 0, 0]",7,14,DOWN,1.5971,4.1574,0.0477,5.8022,258.70559999999995,0.06270159415261065,0.691481524468164,11,0.1000003056283189,-31.369463346054292,False,False,False
